364;Drugi Urząd Skarbowy;Szczecin;71-417;Zygmunta Felczaka 19;35101015990039552221000000;82101015990039552222000000;32101015990039552223000000;26101015990039552227000000
365;Trzeci Urząd Skarbowy;Szczecin;70-783;Lucjana Rydla 65;91101015990041702221000000;41101015990041702222000000;88101015990041702223000000;82101015990041702227000000
366;Urząd Skarbowy;Szczecinek;78-400;Mickiewicza 13/14;18101015990176622221000000;65101015990176622222000000;15101015990176622223000000;09101015990176622227000000
367;Urząd Skarbowy;Świnoujście;72-600;Kazimierza Pułaskiego 7;55101015990057572221000000;05101015990057572222000000;52101015990057572223000000;46101015990057572227000000
368;Urząd Skarbowy;Wałcz;78-600;Kościuszki 4;63101015990002312221000000;13101015990002312222000000;60101015990002312223000000;54101015990002312227000000
369;Dolnośląski Urząd Skarbowy;Wrocław;51-130;Żmigrodzka 141;19101016740009542221000000;66101016740009542222000000;16101016740009542223000000;10101016740009542227000000
370;Kujawsko-Pomorski Urząd Skarbowy;Bydgoszcz;85-236;Grunwaldzka 50;09101010780052812221000000;56101010780052812222000000;06101010780052812223000000;97101010780052812227000000
371;Lubelski Urząd Skarbowy;Lublin;20-883;Tadeusza Szeligowskiego 24;06101013390077512221000000;53101013390077512222000000;03101013390077512223000000;94101013390077512227000000
372;Lubuski Urząd Skarbowy;Zielona Góra;65-950;Doktora Pieniężnego 24;38101017040059592221000000;85101017040059592222000000;35101017040059592223000000;29101017040059592227000000
373;Łódzki Urząd Skarbowy;Łódź;90-436;al. Kościuszki 85;31101013710105462221000000;78101013710105462222000000;28101013710105462223000000;22101013710105462227000000
374;Małopolski Urząd Skarbowy;Kraków;31-621;oś. Bohaterów Września 80;15101012700043432221000000;62101012700043432222000000;12101012700043432223000000;06101012700043432227000000
375;Pierwszy Mazowiecki Urząd Skarbowy;Warszawa;01-513;Felińskiego 2A;20101010100164212221000000;67101010100164212222000000;17101010100164212223000000;11101010100164212227000000
376;Drugi Mazowiecki Urząd Skarbowy;Warszawa;00-193;Stawki 2;87101010100164342221000000;37101010100164342222000000;84101010100164342223000000;78101010100164342227000000
377;Trzeci Mazowiecki Urząd Skarbowy;Radom;26-610;Struga 26/28;57101010100164472221000000;07101010100164472222000000;54101010100164472223000000;48101010100164472227000000
378;Opolski Urząd Skarbowy;Opole;45-331;Tadeusza Rejtana 3A;13101014010061162221000000;60101014010061162222000000;10101014010061162223000000;04101014010061162227000000
379;Podkarpacki Urząd Skarbowy;Rzeszów;35-959;Geodetów 1;45101015280020202221000000;92101015280020202222000000;42101015280020202223000000;36101015280020202227000000
380;Podlaski Urząd Skarbowy;Białystok;15-404;Młynowa 21A;35101010490042552221000000;82101010490042552222000000;32101010490042552223000000;26101010490042552227000000
381;Pomorski Urząd Skarbowy;Gdańsk;80-749;Żytnia 4/6;36101011400199982221000000;83101011400199982222000000;33101011400199982223000000;27101011400199982227000000
382;Pierwszy Śląski Urząd Skarbowy;Sosnowiec;41-219;Braci Mieroszewskich 97;64101012120059882221000000;14101012120059882222000000;61101012120059882223000000;55101012120059882227000000
383;Drugi Śląski Urząd Skarbowy;Bielsko-Biała;43-300;Warszawska 45;72101012120059912221000000;22101012120059912222000000;69101012120059912223000000;63101012120059912227000000
384;Świętokrzyski Urząd Skarbowy;Kielce;25-647;Częstochowska 20;38101012380857622221000000;85101012380857622222000000;35101012380857622223000000;29101012380857622227000000
385;Warmińsko-Mazurski Urząd Skarbowy;Olsztyn;10-408;Lubelska 37;22101013970029902221000000;69101013970029902222000000;19101013970029902223000000;13101013970029902227000000
386;Pierwszy Wielkopolski Urząd Skarbowy;Poznań;60-818;Henryka Sienkiewicza 22;06101014690007492221000000;53101014690007492222000000;03101014690007492223000000;94101014690007492227000000
387;Drugi Wielkopolski Urząd Skarbowy;Kalisz;62-800;Fabryczna 1A;36101014690007362221000000;83101014690007362222000000;33101014690007362223000000;27101014690007362227000000
388;Zachodniopomorski Urząd Skarbowy;Szczecin;71-011;Mieszka I nr 33;27101015990056012221000000;74101015990056012222000000;24101015990056012223000000;18101015990056012227000000
389;Urząd Skarbowy;Góra;56-200;Poznańska 4;34101016740009962221000000;81101016740009962222000000;31101016740009962223000000;25101016740009962227000000
390;Urząd Skarbowy;Polkowice;59-100;Zachodnia 10;64101016740009832221000000;14101016740009832222000000;61101016740009832223000000;55101016740009832227000000
391;Urząd Skarbowy;Łęczna;21-010;al. Jana Pawła II 95;17101013390079372221000000;64101013390079372222000000;14101013390079372223000000;08101013390079372227000000
392;Urząd Skarbowy;Ryki;08-500;Leona Wyczółkowskiego 10A;41101013390078492221000000;88101013390078492222000000;38101013390078492223000000;32101013390078492227000000
393;Urząd Skarbowy;Łęczyca;99-100;al. Jana Pawła II 17;83101013710105172221000000;33101013710105172222000000;80101013710105172223000000;74101013710105172227000000
394;Urząd Skarbowy;Pajęczno;98-330;1 Maja 9;91101013710105202221000000;41101013710105202222000000;88101013710105202223000000;82101013710105202227000000
395;Urząd Skarbowy;Lipsko;27-300;Solecka 88;65101010100164502221000000;15101010100164502222000000;62101010100164502223000000;56101010100164502227000000
396;Urząd Skarbowy;Przysucha;26-400;Szkolna 7;35101010100164632221000000;82101010100164632222000000;32101010100164632223000000;26101010100164632227000000
397;Urząd Skarbowy;Nisko;37-400;3 Maja 32 B;72101015280026002221000000;22101015280026002222000000;69101015280026002223000000;63101015280026002227000000
398;Urząd Skarbowy;Hajnówka;17-200;3 Maja 34;39101010490057602221000000;86101010490057602222000000;36101010490057602223000000;30101010490057602227000000
399;Urząd Skarbowy;Kazimierza Wielka;28-500;Tadeusza Kościuszki 16;08101012380857752221000000;55101012380857752222000000;05101012380857752223000000;
400;Urząd Skarbowy;Włoszczowa;29-100;Wiśniowa 10;83101012380857912221000000;33101012380857912222000000;80101012380857912223000000;74101012380857912227000000
